y_m,z_m,hit_count
0.32,1.21,12
0.32,1.22,7
0.32,1.23,8
0.32,1.24,3
0.32,1.25,5
0.32,1.26,12
0.32,1.27,11
0.32,1.28,5
0.32,1.29,10
0.32,1.3,9
0.32,1.31,6
0.32,1.32,4
0.32,1.33,8
0.32,1.34,4
0.32,1.35,7
0.32,1.36,6
0.32,1.37,6
0.32,1.38,1
0.32,1.39,4
0.32,1.4,5
0.32,1.41,6
0.32,1.42,5
0.32,1.43,7
0.32,1.44,6
0.32,1.45,1
0.32,1.46,5
0.32,1.48,4
0.32,1.49,3
0.32,1.5,5
0.32,1.51,3
0.32,1.52,4
0.32,1.53,1
0.32,1.54,1
0.32,1.55,1
0.32,1.56,1
0.32,1.57,1
0.33,0.23,1
0.33,0.25,2
0.33,0.26,3
0.33,0.27,4
0.33,0.28,7
0.33,0.29,5
0.33,0.3,6
0.33,0.31,5
0.33,0.32,7
0.33,0.33,1
0.33,0.34,7
0.33,0.35,6
0.33,0.36,5
0.33,0.37,10
0.33,0.38,9
0.33,0.39,8
0.33,0.4,8
0.33,0.41,6
0.33,0.42,6
0.33,0.43,6
0.33,0.44,8
0.33,0.45,7
0.33,0.46,6
0.33,0.47,6
0.33,0.48,5
0.33,0.49,6
0.33,0.5,7
0.33,0.51,14
0.33,0.52,14
0.33,0.53,16
0.33,0.54,13
0.33,0.55,6
0.33,0.56,9
0.33,0.57,9
0.33,0.58,12
0.33,0.59,11
0.33,0.6,11
0.33,0.61,12
0.33,0.62,9
0.33,0.63,18
0.33,0.64,9
0.33,0.65,13
0.33,0.66,13
0.33,0.67,17
0.33,0.68,9
0.33,0.69,18
0.33,0.7,12
0.33,0.71,7
0.33,0.72,16
0.33,0.73,15
0.33,0.74,7
0.33,0.75,21
0.33,0.76,11
0.33,0.77,18
0.33,0.78,12
0.33,0.79,13
0.33,0.8,10
0.33,0.81,22
0.33,0.82,19
0.33,0.83,11
0.33,0.84,13
0.33,0.85,8
0.33,0.86,19
0.33,0.87,14
0.33,0.88,14
0.33,0.89,17
0.33,0.9,9
0.33,0.91,21
0.33,0.92,19
0.33,0.93,9
0.33,0.94,22
0.33,0.95,10
0.33,0.96,15
0.33,0.97,13
0.33,0.98,9
0.33,0.99,20
0.33,1,13
0.33,1.01,10
0.33,1.02,15
0.33,1.03,14
0.33,1.04,5
0.33,1.05,11
0.33,1.06,19
0.33,1.07,12
0.33,1.08,10
0.33,1.09,10
0.33,1.1,17
0.33,1.11,16
0.33,1.12,11
0.33,1.13,9
0.33,1.14,10
0.33,1.15,14
0.33,1.16,11
0.33,1.17,10
0.33,1.18,9
0.33,1.19,10
0.33,1.2,8
0.33,1.21,5
0.33,1.22,10
0.33,1.23,7
0.33,1.24,8
0.33,1.25,9
0.33,1.26,11
0.33,1.27,8
0.33,1.28,10
0.33,1.29,7
0.33,1.3,9
0.33,1.31,4
0.33,1.32,3
0.33,1.33,5
0.33,1.34,9
0.33,1.35,4
0.33,1.36,6
0.33,1.37,8
0.33,1.38,8
0.33,1.39,3
0.33,1.4,5
0.33,1.41,4
0.33,1.42,4
0.33,1.43,5
0.33,1.44,1
0.33,1.45,3
0.33,1.46,3
0.33,1.47,4
0.33,1.48,1
0.33,1.49,5
0.33,1.5,1
0.33,1.51,3
0.33,1.52,1
0.33,1.53,2
0.33,1.54,1
0.33,1.55,2
0.33,1.57,2
0.34,0.25,1
0.34,0.26,2
0.34,0.27,5
0.34,0.28,1
0.34,0.29,3
0.34,0.3,2
0.34,0.31,4
0.34,0.32,6
0.34,0.33,11
0.34,0.34,7
0.34,0.35,6
0.34,0.36,5
0.34,0.37,9
0.34,0.38,8
0.34,0.39,11
0.34,0.4,7
0.34,0.41,6
0.34,0.42,5
0.34,0.43,5
0.34,0.44,11
0.34,0.45,8
0.34,0.46,11
0.34,0.47,8
0.34,0.48,7
0.34,0.49,10
0.34,0.5,11
0.34,0.51,18
0.34,0.52,7
0.34,0.53,9
0.34,0.54,11
0.34,0.55,6
0.34,0.56,15
0.34,0.57,18
0.34,0.58,16
0.34,0.59,13
0.34,0.6,11
0.34,0.61,16
0.34,0.62,17
0.34,0.63,14
0.34,0.64,14
0.34,0.65,16
0.34,0.66,15
0.34,0.67,15
0.34,0.68,19
0.34,0.69,17
0.34,0.7,16
0.34,0.71,13
0.34,0.72,18
0.34,0.73,9
0.34,0.74,17
0.34,0.75,14
0.34,0.76,17
0.34,0.77,12
0.34,0.78,17
0.34,0.79,19
0.34,0.8,18
0.34,0.81,14
0.34,0.82,15
0.34,0.83,11
0.34,0.84,15
0.34,0.85,15
0.34,0.86,12
0.34,0.87,11
0.34,0.88,14
0.34,0.89,11
0.34,0.9,14
0.34,0.91,16
0.34,0.92,11
0.34,0.93,16
0.34,0.94,15
0.34,0.95,14
0.34,0.96,19
0.34,0.97,19
0.34,0.98,12
0.34,0.99,13
0.34,1,12
0.34,1.01,16
0.34,1.02,7
0.34,1.03,15
0.34,1.04,15
0.34,1.05,12
0.34,1.06,13
0.34,1.07,3
0.34,1.08,7
0.34,1.09,13
0.34,1.1,11
0.34,1.11,11
0.34,1.12,9
0.34,1.13,15
0.34,1.14,17
0.34,1.15,11
0.34,1.16,8
0.34,1.17,6
0.34,1.18,8
0.34,1.19,9
0.34,1.2,7
0.34,1.21,10
0.34,1.22,8
0.34,1.23,10
0.34,1.24,11
0.34,1.25,5
0.34,1.26,6
0.34,1.27,8
0.34,1.28,17
0.34,1.29,11
0.34,1.3,6
0.34,1.31,4
0.34,1.32,3
0.34,1.33,6
0.34,1.34,7
0.34,1.35,6
0.34,1.36,6
0.34,1.37,3
0.34,1.38,7
0.34,1.39,3
0.34,1.4,6
0.34,1.41,5
0.34,1.42,1
0.34,1.43,9
0.34,1.44,8
0.34,1.45,3
0.34,1.46,4
0.34,1.47,5
0.34,1.48,4
0.34,1.5,7
0.34,1.51,6
0.34,1.52,3
0.34,1.53,2
0.34,1.54,2
0.34,1.55,2
0.34,1.57,1
0.35,0.25,1
0.35,0.26,5
0.35,0.28,2
0.35,0.29,4
0.35,0.3,2
0.35,0.31,2
0.35,0.32,5
0.35,0.33,3
0.35,0.34,2
0.35,0.35,6
0.35,0.36,4
0.35,0.37,10
0.35,0.38,5
0.35,0.39,7
0.35,0.4,5
0.35,0.41,8
0.35,0.42,7
0.35,0.43,10
0.35,0.44,6
0.35,0.45,8
0.35,0.46,8
0.35,0.47,11
0.35,0.48,11
0.35,0.49,10
0.35,0.5,5
0.35,0.51,5
0.35,0.52,9
0.35,0.53,15
0.35,0.54,9
0.35,0.55,8
0.35,0.56,14
0.35,0.57,13
0.35,0.58,11
0.35,0.59,11
0.35,0.6,8
0.35,0.61,11
0.35,0.62,13
0.35,0.63,13
0.35,0.64,13
0.35,0.65,19
0.35,0.66,14
0.35,0.67,10
0.35,0.68,15
0.35,0.69,11
0.35,0.7,21
0.35,0.71,10
0.35,0.72,16
0.35,0.73,16
0.35,0.74,13
0.35,0.75,11
0.35,0.76,18
0.35,0.77,12
0.35,0.78,21
0.35,0.79,18
0.35,0.8,14
0.35,0.81,7
0.35,0.82,12
0.35,0.83,20
0.35,0.84,17
0.35,0.85,14
0.35,0.86,10
0.35,0.87,16
0.35,0.88,16
0.35,0.89,13
0.35,0.9,14
0.35,0.91,9
0.35,0.92,11
0.35,0.93,7
0.35,0.94,12
0.35,0.95,11
0.35,0.96,13
0.35,0.97,12
0.35,0.98,12
0.35,0.99,14
0.35,1,10
0.35,1.01,10
0.35,1.02,18
0.35,1.03,13
0.35,1.04,16
0.35,1.05,10
0.35,1.06,7
0.35,1.07,21
0.35,1.08,19
0.35,1.09,18
0.35,1.1,14
0.35,1.11,9
0.35,1.12,8
0.35,1.13,16
0.35,1.14,10
0.35,1.15,9
0.35,1.16,9
0.35,1.17,7
0.35,1.18,12
0.35,1.19,13
0.35,1.2,7
0.35,1.21,8
0.35,1.22,10
0.35,1.23,5
0.35,1.24,7
0.35,1.25,13
0.35,1.26,13
0.35,1.27,6
0.35,1.28,2
0.35,1.29,8
0.35,1.3,4
0.35,1.31,1
0.35,1.32,5
0.35,1.33,7
0.35,1.34,7
0.35,1.35,7
0.35,1.36,5
0.35,1.37,5
0.35,1.38,5
0.35,1.39,5
0.35,1.4,3
0.35,1.41,8
0.35,1.42,1
0.35,1.43,3
0.35,1.44,1
0.35,1.45,6
0.35,1.46,2
0.35,1.47,5
0.35,1.48,2
0.35,1.5,3
0.35,1.51,3
0.35,1.52,2
0.35,1.53,5
0.35,1.54,4
0.35,1.55,1
0.35,1.56,3
0.35,1.57,1
0.36,0.25,1
0.36,0.26,3
0.36,0.27,1
0.36,0.28,4
0.36,0.3,1
0.36,0.31,2
0.36,0.32,4
0.36,0.33,2
0.36,0.34,7
0.36,0.35,5
0.36,0.36,5
0.36,0.37,4
0.36,0.38,4
0.36,0.39,5
0.36,0.4,7
0.36,0.41,3
0.36,0.42,10
0.36,0.43,9
0.36,0.44,9
0.36,0.45,6
0.36,0.46,5
0.36,0.47,15
0.36,0.48,13
0.36,0.49,7
0.36,0.5,8
0.36,0.51,4
0.36,0.52,8
0.36,0.53,8
0.36,0.54,13
0.36,0.55,9
0.36,0.56,12
0.36,0.57,6
0.36,0.58,15
0.36,0.59,12
0.36,0.6,8
0.36,0.61,11
0.36,0.62,11
0.36,0.63,7
0.36,0.64,12
0.36,0.65,13
0.36,0.66,8
0.36,0.67,8
0.36,0.68,10
0.36,0.69,20
0.36,0.7,7
0.36,0.71,9
0.36,0.72,16
0.36,0.73,10
0.36,0.74,15
0.36,0.75,18
0.36,0.76,11
0.36,0.77,13
0.36,0.78,8
0.36,0.79,23
0.36,0.8,15
0.36,0.81,19
0.36,0.82,13
0.36,0.83,14
0.36,0.84,15
0.36,0.85,18
0.36,0.86,9
0.36,0.87,7
0.36,0.88,13
0.36,0.89,10
0.36,0.9,8
0.36,0.91,15
0.36,0.92,13
0.36,0.93,21
0.36,0.94,12
0.36,0.95,10
0.36,0.96,10
0.36,0.97,15
0.36,0.98,6
0.36,0.99,17
0.36,1,10
0.36,1.01,13
0.36,1.02,15
0.36,1.03,12
0.36,1.04,9
0.36,1.05,16
0.36,1.06,15
0.36,1.07,9
0.36,1.08,9
0.36,1.09,9
0.36,1.1,13
0.36,1.11,8
0.36,1.12,8
0.36,1.13,8
0.36,1.14,4
0.36,1.15,3
0.36,1.16,7
0.36,1.17,12
0.36,1.18,11
0.36,1.19,8
0.36,1.2,9
0.36,1.21,8
0.36,1.22,7
0.36,1.23,12
0.36,1.24,7
0.36,1.25,7
0.36,1.26,12
0.36,1.27,5
0.36,1.28,10
0.36,1.29,3
0.36,1.3,5
0.36,1.31,9
0.36,1.32,4
0.36,1.33,11
0.36,1.34,3
0.36,1.35,8
0.36,1.36,4
0.36,1.37,5
0.36,1.38,4
0.36,1.39,5
0.36,1.4,4
0.36,1.41,3
0.36,1.42,3
0.36,1.43,7
0.36,1.44,3
0.36,1.45,3
0.36,1.46,3
0.36,1.47,2
0.36,1.48,4
0.36,1.49,3
0.36,1.5,4
0.36,1.51,2
0.36,1.52,4
0.36,1.53,2
0.36,1.54,2
0.36,1.55,2
0.37,0.27,1
0.37,0.28,3
0.37,0.29,2
0.37,0.3,1
0.37,0.31,4
0.37,0.33,4
0.37,0.34,4
0.37,0.35,5
0.37,0.36,4
0.37,0.37,4
0.37,0.38,8
0.37,0.39,5
0.37,0.4,5
0.37,0.41,3
0.37,0.42,10
0.37,0.43,7
0.37,0.44,5
0.37,0.45,7
0.37,0.46,7
0.37,0.47,7
0.37,0.48,4
0.37,0.49,9
0.37,0.5,7
0.37,0.51,6
0.37,0.52,5
0.37,0.53,8
0.37,0.54,7
0.37,0.55,12
0.37,0.56,9
0.37,0.57,9
0.37,0.58,5
0.37,0.59,8
0.37,0.6,10
0.37,0.61,9
0.37,0.62,9
0.37,0.63,9
0.37,0.64,10
0.37,0.65,17
0.37,0.66,12
0.37,0.67,9
0.37,0.68,13
0.37,0.69,14
0.37,0.7,13
0.37,0.71,11
0.37,0.72,13
0.37,0.73,9
0.37,0.74,13
0.37,0.75,12
0.37,0.76,9
0.37,0.77,13
0.37,0.78,10
0.37,0.79,12
0.37,0.8,15
0.37,0.81,18
0.37,0.82,16
0.37,0.83,19
0.37,0.84,10
0.37,0.85,8
0.37,0.86,17
0.37,0.87,11
0.37,0.88,14
0.37,0.89,15
0.37,0.9,14
0.37,0.91,10
0.37,0.92,15
0.37,0.93,18
0.37,0.94,9
0.37,0.95,11
0.37,0.96,8
0.37,0.97,9
0.37,0.98,16
0.37,0.99,10
0.37,1,15
0.37,1.01,13
0.37,1.02,18
0.37,1.03,14
0.37,1.04,7
0.37,1.05,9
0.37,1.06,12
0.37,1.07,11
0.37,1.08,9
0.37,1.09,13
0.37,1.1,11
0.37,1.11,10
0.37,1.12,10
0.37,1.13,9
0.37,1.14,9
0.37,1.15,7
0.37,1.16,11
0.37,1.17,10
0.37,1.18,11
0.37,1.19,8
0.37,1.2,7
0.37,1.21,7
0.37,1.22,13
0.37,1.23,16
0.37,1.24,7
0.37,1.25,8
0.37,1.26,7
0.37,1.27,6
0.37,1.28,9
0.37,1.29,7
0.37,1.3,4
0.37,1.31,13
0.37,1.32,4
0.37,1.33,5
0.37,1.34,1
0.37,1.35,3
0.37,1.36,10
0.37,1.37,9
0.37,1.38,3
0.37,1.39,2
0.37,1.4,3
0.37,1.42,1
0.37,1.43,4
0.37,1.44,4
0.37,1.45,1
0.37,1.46,5
0.37,1.47,2
0.37,1.48,1
0.37,1.49,1
0.37,1.5,2
0.37,1.51,3
0.37,1.52,3
0.37,1.53,1
0.37,1.55,1
0.38,0.27,2
0.38,0.28,1
0.38,0.29,3
0.38,0.3,2
0.38,0.31,6
0.38,0.32,5
0.38,0.33,2
0.38,0.34,3
0.38,0.35,1
0.38,0.36,2
0.38,0.37,4
0.38,0.38,8
0.38,0.39,8
0.38,0.4,6
0.38,0.41,3
0.38,0.42,6
0.38,0.43,10
0.38,0.44,5
0.38,0.45,10
0.38,0.46,5
0.38,0.47,7
0.38,0.48,6
0.38,0.49,10
0.38,0.5,9
0.38,0.51,5
0.38,0.52,12
0.38,0.53,8
0.38,0.54,5
0.38,0.55,6
0.38,0.56,6
0.38,0.57,11
0.38,0.58,5
0.38,0.59,10
0.38,0.6,9
0.38,0.61,13
0.38,0.62,8
0.38,0.63,17
0.38,0.64,7
0.38,0.65,7
0.38,0.66,12
0.38,0.67,7
0.38,0.68,10
0.38,0.69,11
0.38,0.7,11
0.38,0.71,11
0.38,0.72,7
0.38,0.73,14
0.38,0.74,14
0.38,0.75,12
0.38,0.76,11
0.38,0.77,12
0.38,0.78,19
0.38,0.79,15
0.38,0.8,12
0.38,0.81,7
0.38,0.82,7
0.38,0.83,18
0.38,0.84,20
0.38,0.85,14
0.38,0.86,15
0.38,0.87,17
0.38,0.88,18
0.38,0.89,13
0.38,0.9,11
0.38,0.91,20
0.38,0.92,19
0.38,0.93,12
0.38,0.94,12
0.38,0.95,15
0.38,0.96,10
0.38,0.97,6
0.38,0.98,10
0.38,0.99,9
0.38,1,8
0.38,1.01,12
0.38,1.02,9
0.38,1.03,12
0.38,1.04,11
0.38,1.05,7
0.38,1.06,19
0.38,1.07,13
0.38,1.08,8
0.38,1.09,8
0.38,1.1,8
0.38,1.11,10
0.38,1.12,9
0.38,1.13,6
0.38,1.14,8
0.38,1.15,10
0.38,1.16,7
0.38,1.17,7
0.38,1.18,6
0.38,1.19,8
0.38,1.2,6
0.38,1.21,7
0.38,1.22,8
0.38,1.23,1
0.38,1.24,6
0.38,1.25,6
0.38,1.26,9
0.38,1.27,6
0.38,1.28,4
0.38,1.29,5
0.38,1.3,3
0.38,1.31,6
0.38,1.32,4
0.38,1.33,4
0.38,1.34,2
0.38,1.35,1
0.38,1.36,9
0.38,1.37,10
0.38,1.38,1
0.38,1.39,2
0.38,1.4,5
0.38,1.41,3
0.38,1.42,4
0.38,1.43,5
0.38,1.44,3
0.38,1.45,3
0.38,1.46,3
0.38,1.47,3
0.38,1.48,4
0.38,1.49,4
0.38,1.5,2
0.38,1.51,5
0.38,1.52,2
0.38,1.53,1
0.38,1.54,3
0.38,1.55,1
0.39,0.27,1
0.39,0.28,2
0.39,0.29,1
0.39,0.3,1
0.39,0.31,1
0.39,0.32,2
0.39,0.33,3
0.39,0.34,3
0.39,0.35,4
0.39,0.36,7
0.39,0.37,3
0.39,0.38,11
0.39,0.39,8
0.39,0.4,2
0.39,0.41,6
0.39,0.42,11
0.39,0.43,7
0.39,0.44,6
0.39,0.45,5
0.39,0.46,6
0.39,0.47,12
0.39,0.48,11
0.39,0.49,6
0.39,0.5,5
0.39,0.51,6
0.39,0.52,9
0.39,0.53,3
0.39,0.54,12
0.39,0.55,8
0.39,0.56,7
0.39,0.57,4
0.39,0.58,10
0.39,0.59,9
0.39,0.6,9
0.39,0.61,9
0.39,0.62,8
0.39,0.63,7
0.39,0.64,10
0.39,0.65,13
0.39,0.66,10
0.39,0.67,9
0.39,0.68,11
0.39,0.69,9
0.39,0.7,12
0.39,0.71,17
0.39,0.72,4
0.39,0.73,9
0.39,0.74,12
0.39,0.75,11
0.39,0.76,11
0.39,0.77,11
0.39,0.78,10
0.39,0.79,7
0.39,0.8,17
0.39,0.81,12
0.39,0.82,11
0.39,0.83,14
0.39,0.84,9
0.39,0.85,16
0.39,0.86,17
0.39,0.87,16
0.39,0.88,16
0.39,0.89,14
0.39,0.9,11
0.39,0.91,10
0.39,0.92,11
0.39,0.93,12
0.39,0.94,14
0.39,0.95,12
0.39,0.96,9
0.39,0.97,12
0.39,0.98,14
0.39,0.99,9
0.39,1,15
0.39,1.01,11
0.39,1.02,8
0.39,1.03,9
0.39,1.04,21
0.39,1.05,6
0.39,1.06,11
0.39,1.07,7
0.39,1.08,10
0.39,1.09,9
0.39,1.1,10
0.39,1.11,4
0.39,1.12,9
0.39,1.13,10
0.39,1.14,8
0.39,1.15,7
0.39,1.16,5
0.39,1.17,11
0.39,1.18,12
0.39,1.19,11
0.39,1.2,5
0.39,1.21,5
0.39,1.22,5
0.39,1.23,12
0.39,1.24,2
0.39,1.25,7
0.39,1.26,8
0.39,1.27,4
0.39,1.28,9
0.39,1.29,4
0.39,1.3,3
0.39,1.31,4
0.39,1.32,5
0.39,1.33,1
0.39,1.34,6
0.39,1.35,4
0.39,1.36,7
0.39,1.37,5
0.39,1.38,3
0.39,1.39,5
0.39,1.4,4
0.39,1.41,3
0.39,1.42,5
0.39,1.43,2
0.39,1.44,4
0.39,1.45,3
0.39,1.46,5
0.39,1.47,1
0.39,1.48,2
0.39,1.5,1
0.39,1.51,1
0.39,1.52,2
0.39,1.53,1
0.39,1.54,1
0.4,0.29,2
0.4,0.3,2
0.4,0.31,2
0.4,0.32,4
0.4,0.33,3
0.4,0.34,5
0.4,0.35,7
0.4,0.36,6
0.4,0.37,2
0.4,0.38,2
0.4,0.39,9
0.4,0.4,6
0.4,0.41,4
0.4,0.42,4
0.4,0.43,8
0.4,0.44,4
0.4,0.45,5
0.4,0.46,7
0.4,0.47,2
0.4,0.48,8
0.4,0.49,3
0.4,0.5,1
0.4,0.51,6
0.4,0.52,6
0.4,0.53,12
0.4,0.54,13
0.4,0.55,3
0.4,0.56,8
0.4,0.57,5
0.4,0.58,7
0.4,0.59,13
0.4,0.6,6
0.4,0.61,9
0.4,0.62,15
0.4,0.63,9
0.4,0.64,5
0.4,0.65,12
0.4,0.66,15
0.4,0.67,10
0.4,0.68,13
0.4,0.69,8
0.4,0.7,10
0.4,0.71,9
0.4,0.72,12
0.4,0.73,8
0.4,0.74,7
0.4,0.75,9
0.4,0.76,8
0.4,0.77,7
0.4,0.78,14
0.4,0.79,15
0.4,0.8,4
0.4,0.81,10
0.4,0.82,13
0.4,0.83,12
0.4,0.84,11
0.4,0.85,11
0.4,0.86,10
0.4,0.87,10
0.4,0.88,19
0.4,0.89,10
0.4,0.9,16
0.4,0.91,13
0.4,0.92,15
0.4,0.93,12
0.4,0.94,8
0.4,0.95,14
0.4,0.96,8
0.4,0.97,15
0.4,0.98,12
0.4,0.99,11
0.4,1,8
0.4,1.01,11
0.4,1.02,13
0.4,1.03,7
0.4,1.04,10
0.4,1.05,11
0.4,1.06,9
0.4,1.07,7
0.4,1.08,4
0.4,1.09,6
0.4,1.1,10
0.4,1.11,11
0.4,1.12,10
0.4,1.13,10
0.4,1.14,12
0.4,1.15,15
0.4,1.16,6
0.4,1.17,9
0.4,1.18,9
0.4,1.19,6
0.4,1.2,7
0.4,1.21,6
0.4,1.22,8
0.4,1.23,6
0.4,1.24,7
0.4,1.25,6
0.4,1.26,4
0.4,1.27,4
0.4,1.28,10
0.4,1.29,9
0.4,1.3,7
0.4,1.31,9
0.4,1.32,6
0.4,1.33,8
0.4,1.34,8
0.4,1.35,9
0.4,1.36,7
0.4,1.37,2
0.4,1.38,2
0.4,1.39,4
0.4,1.4,7
0.4,1.41,6
0.4,1.42,3
0.4,1.43,2
0.4,1.44,3
0.4,1.45,4
0.4,1.46,2
0.4,1.47,4
0.4,1.48,3
0.4,1.49,1
0.4,1.5,1
0.4,1.51,3
0.4,1.52,1
0.4,1.53,2
0.4,1.54,1
0.41,0.3,1
0.41,0.31,4
0.41,0.32,2
0.41,0.33,2
0.41,0.34,4
0.41,0.35,7
0.41,0.36,6
0.41,0.37,5
0.41,0.38,3
0.41,0.39,3
0.41,0.4,5
0.41,0.42,4
0.41,0.43,2
0.41,0.44,3
0.41,0.45,3
0.41,0.46,4
0.41,0.47,9
0.41,0.48,6
0.41,0.49,6
0.41,0.5,8
0.41,0.51,6
0.41,0.52,6
0.41,0.53,5
0.41,0.54,7
0.41,0.55,8
0.41,0.56,11
0.41,0.57,6
0.41,0.58,9
0.41,0.59,10
0.41,0.6,10
0.41,0.61,10
0.41,0.62,8
0.41,0.63,3
0.41,0.64,7
0.41,0.65,7
0.41,0.66,12
0.41,0.67,12
0.41,0.68,5
0.41,0.69,12
0.41,0.7,5
0.41,0.71,13
0.41,0.72,14
0.41,0.73,13
0.41,0.74,13
0.41,0.75,12
0.41,0.76,11
0.41,0.77,12
0.41,0.78,6
0.41,0.79,13
0.41,0.8,16
0.41,0.81,11
0.41,0.82,13
0.41,0.83,9
0.41,0.84,8
0.41,0.85,9
0.41,0.86,10
0.41,0.87,11
0.41,0.88,11
0.41,0.89,18
0.41,0.9,12
0.41,0.91,9
0.41,0.92,10
0.41,0.93,14
0.41,0.94,11
0.41,0.95,8
0.41,0.96,17
0.41,0.97,7
0.41,0.98,9
0.41,0.99,9
0.41,1,9
0.41,1.01,11
0.41,1.02,8
0.41,1.03,7
0.41,1.04,11
0.41,1.05,10
0.41,1.06,18
0.41,1.07,7
0.41,1.08,10
0.41,1.09,3
0.41,1.1,12
0.41,1.11,12
0.41,1.12,8
0.41,1.13,7
0.41,1.14,9
0.41,1.15,5
0.41,1.16,14
0.41,1.17,6
0.41,1.18,8
0.41,1.19,10
0.41,1.2,9
0.41,1.21,4
0.41,1.22,7
0.41,1.23,5
0.41,1.24,6
0.41,1.25,8
0.41,1.26,7
0.41,1.27,6
0.41,1.28,5
0.41,1.29,7
0.41,1.3,4
0.41,1.31,5
0.41,1.32,5
0.41,1.33,4
0.41,1.34,4
0.41,1.35,1
0.41,1.36,4
0.41,1.37,3
0.41,1.38,1
0.41,1.39,6
0.41,1.4,3
0.41,1.41,5
0.41,1.42,3
0.41,1.44,3
0.41,1.45,3
0.41,1.46,4
0.41,1.47,2
0.41,1.48,2
0.41,1.49,1
0.41,1.5,2
0.41,1.51,1
0.42,0.29,1
0.42,0.3,1
0.42,0.31,4
0.42,0.32,1
0.42,0.33,1
0.42,0.34,5
0.42,0.35,7
0.42,0.36,6
0.42,0.37,2
0.42,0.38,5
0.42,0.39,5
0.42,0.4,2
0.42,0.41,1
0.42,0.42,5
0.42,0.43,4
0.42,0.44,5
0.42,0.45,4
0.42,0.46,6
0.42,0.47,4
0.42,0.48,4
0.42,0.49,7
0.42,0.5,6
0.42,0.51,9
0.42,0.52,5
0.42,0.53,3
0.42,0.54,5
0.42,0.55,8
0.42,0.56,7
0.42,0.57,8
0.42,0.58,7
0.42,0.59,8
0.42,0.6,3
0.42,0.61,6
0.42,0.62,10
0.42,0.63,7
0.42,0.64,6
0.42,0.65,9
0.42,0.66,3
0.42,0.67,13
0.42,0.68,6
0.42,0.69,10
0.42,0.7,8
0.42,0.71,8
0.42,0.72,11
0.42,0.73,11
0.42,0.74,10
0.42,0.75,11
0.42,0.76,7
0.42,0.77,14
0.42,0.78,9
0.42,0.79,10
0.42,0.8,13
0.42,0.81,11
0.42,0.82,14
0.42,0.83,10
0.42,0.84,10
0.42,0.85,12
0.42,0.86,10
0.42,0.87,11
0.42,0.88,7
0.42,0.89,12
0.42,0.9,11
0.42,0.91,9
0.42,0.92,12
0.42,0.93,8
0.42,0.94,14
0.42,0.95,13
0.42,0.96,6
0.42,0.97,12
0.42,0.98,10
0.42,0.99,9
0.42,1,13
0.42,1.01,8
0.42,1.02,9
0.42,1.03,8
0.42,1.04,7
0.42,1.05,10
0.42,1.06,11
0.42,1.07,12
0.42,1.08,4
0.42,1.09,8
0.42,1.1,15
0.42,1.11,4
0.42,1.12,5
0.42,1.13,5
0.42,1.14,7
0.42,1.15,7
0.42,1.16,4
0.42,1.17,6
0.42,1.18,15
0.42,1.19,7
0.42,1.2,8
0.42,1.21,6
0.42,1.22,2
0.42,1.23,4
0.42,1.24,4
0.42,1.25,8
0.42,1.26,3
0.42,1.27,5
0.42,1.28,2
0.42,1.29,3
0.42,1.3,6
0.42,1.31,3
0.42,1.32,4
0.42,1.33,4
0.42,1.34,6
0.42,1.35,4
0.42,1.36,8
0.42,1.37,6
0.42,1.38,6
0.42,1.39,7
0.42,1.41,4
0.42,1.43,5
0.42,1.44,3
0.42,1.45,1
0.42,1.46,1
0.42,1.47,4
0.42,1.48,2
0.42,1.49,1
0.42,1.5,2
0.42,1.52,1
0.43,0.31,3
0.43,0.32,5
0.43,0.33,3
0.43,0.34,4
0.43,0.35,1
0.43,0.36,2
0.43,0.37,4
0.43,0.38,4
0.43,0.39,5
0.43,0.4,3
0.43,0.42,2
0.43,0.43,2
0.43,0.44,4
0.43,0.45,4
0.43,0.46,12
0.43,0.47,5
0.43,0.48,4
0.43,0.49,3
0.43,0.5,5
0.43,0.51,4
0.43,0.52,7
0.43,0.53,7
0.43,0.54,8
0.43,0.55,8
0.43,0.56,8
0.43,0.57,5
0.43,0.58,15
0.43,0.59,13
0.43,0.6,6
0.43,0.61,11
0.43,0.62,5
0.43,0.63,13
0.43,0.64,7
0.43,0.65,9
0.43,0.66,7
0.43,0.67,11
0.43,0.68,12
0.43,0.69,3
0.43,0.7,7
0.43,0.71,10
0.43,0.72,10
0.43,0.73,11
0.43,0.74,5
0.43,0.75,6
0.43,0.76,13
0.43,0.77,8
0.43,0.78,10
0.43,0.79,9
0.43,0.8,11
0.43,0.81,15
0.43,0.82,16
0.43,0.83,8
0.43,0.84,9
0.43,0.85,10
0.43,0.86,14
0.43,0.87,6
0.43,0.88,8
0.43,0.89,8
0.43,0.9,9
0.43,0.91,6
0.43,0.92,10
0.43,0.93,9
0.43,0.94,11
0.43,0.95,4
0.43,0.96,7
0.43,0.97,8
0.43,0.98,6
0.43,0.99,17
0.43,1,13
0.43,1.01,11
0.43,1.02,16
0.43,1.03,8
0.43,1.04,6
0.43,1.05,5
0.43,1.06,8
0.43,1.07,12
0.43,1.08,9
0.43,1.09,10
0.43,1.1,5
0.43,1.11,8
0.43,1.12,10
0.43,1.13,8
0.43,1.14,9
0.43,1.15,4
0.43,1.16,8
0.43,1.17,11
0.43,1.18,8
0.43,1.19,8
0.43,1.2,8
0.43,1.21,4
