y_m,z_m,hit_count
-0.54,0.56,2
-0.54,0.57,4
-0.54,0.58,5
-0.54,0.59,5
-0.54,0.6,5
-0.54,0.61,6
-0.54,0.62,4
-0.54,0.63,6
-0.54,0.64,5
-0.54,0.65,5
-0.54,0.66,3
-0.54,0.67,7
-0.54,0.68,7
-0.54,0.69,6
-0.54,0.7,6
-0.54,0.71,5
-0.54,0.72,5
-0.54,0.73,6
-0.54,0.74,4
-0.54,0.75,6
-0.54,0.76,6
-0.54,0.77,5
-0.54,0.78,7
-0.54,0.79,2
-0.54,0.8,6
-0.54,0.81,5
-0.54,0.82,4
-0.54,0.83,5
-0.54,0.84,9
-0.54,0.85,6
-0.54,0.86,6
-0.54,0.87,5
-0.54,0.88,5
-0.54,0.89,9
-0.54,0.9,8
-0.54,0.91,5
-0.54,0.92,5
-0.54,0.93,4
-0.54,0.94,4
-0.54,0.95,2
-0.54,0.96,8
-0.54,0.97,3
-0.54,0.98,4
-0.54,0.99,2
-0.54,1,6
-0.54,1.01,4
-0.54,1.02,8
-0.54,1.03,3
-0.54,1.04,5
-0.54,1.05,7
-0.54,1.06,5
-0.54,1.07,10
-0.54,1.08,8
-0.54,1.09,6
-0.54,1.1,3
-0.54,1.11,7
-0.54,1.12,7
-0.54,1.13,3
-0.54,1.14,7
-0.54,1.15,7
-0.54,1.16,2
-0.54,1.17,2
-0.54,1.18,9
-0.54,1.19,7
-0.54,1.2,5
-0.54,1.21,2
-0.54,1.22,4
-0.54,1.23,3
-0.54,1.24,2
-0.54,1.25,4
-0.54,1.26,3
-0.54,1.27,1
-0.54,1.28,4
-0.54,1.29,4
-0.54,1.3,4
-0.54,1.31,4
-0.54,1.33,1
-0.54,1.34,2
-0.54,1.35,3
-0.54,1.37,2
-0.54,1.38,4
-0.54,1.39,2
-0.54,1.41,1
-0.53,0.38,1
-0.53,0.4,3
-0.53,0.41,2
-0.53,0.42,2
-0.53,0.43,2
-0.53,0.44,4
-0.53,0.45,4
-0.53,0.46,4
-0.53,0.48,4
-0.53,0.49,2
-0.53,0.5,2
-0.53,0.51,6
-0.53,0.52,1
-0.53,0.53,4
-0.53,0.54,6
-0.53,0.55,2
-0.53,0.56,5
-0.53,0.57,3
-0.53,0.58,3
-0.53,0.59,5
-0.53,0.6,7
-0.53,0.61,5
-0.53,0.62,4
-0.53,0.63,8
-0.53,0.64,3
-0.53,0.65,10
-0.53,0.66,6
-0.53,0.67,8
-0.53,0.68,6
-0.53,0.69,6
-0.53,0.7,7
-0.53,0.71,4
-0.53,0.72,2
-0.53,0.73,9
-0.53,0.74,11
-0.53,0.75,3
-0.53,0.76,9
-0.53,0.77,5
-0.53,0.78,5
-0.53,0.79,11
-0.53,0.8,10
-0.53,0.81,11
-0.53,0.82,7
-0.53,0.83,2
-0.53,0.84,9
-0.53,0.85,5
-0.53,0.86,6
-0.53,0.87,6
-0.53,0.88,3
-0.53,0.89,5
-0.53,0.9,7
-0.53,0.91,4
-0.53,0.92,5
-0.53,0.93,4
-0.53,0.94,9
-0.53,0.95,6
-0.53,0.96,4
-0.53,0.97,5
-0.53,0.98,4
-0.53,0.99,3
-0.53,1,6
-0.53,1.01,8
-0.53,1.02,3
-0.53,1.03,8
-0.53,1.04,7
-0.53,1.05,9
-0.53,1.06,1
-0.53,1.07,6
-0.53,1.08,1
-0.53,1.09,5
-0.53,1.1,7
-0.53,1.11,5
-0.53,1.12,2
-0.53,1.13,4
-0.53,1.14,3
-0.53,1.15,3
-0.53,1.16,5
-0.53,1.17,3
-0.53,1.18,7
-0.53,1.19,6
-0.53,1.2,5
-0.53,1.21,4
-0.53,1.22,4
-0.53,1.23,2
-0.53,1.24,4
-0.53,1.25,2
-0.53,1.26,5
-0.53,1.27,4
-0.53,1.28,2
-0.53,1.29,6
-0.53,1.3,2
-0.53,1.31,3
-0.53,1.32,3
-0.53,1.33,4
-0.53,1.34,1
-0.53,1.35,3
-0.53,1.36,3
-0.53,1.37,2
-0.53,1.38,2
-0.53,1.39,2
-0.53,1.4,2
-0.53,1.41,2
-0.53,1.42,1
-0.52,0.37,2
-0.52,0.38,1
-0.52,0.39,1
-0.52,0.41,4
-0.52,0.42,2
-0.52,0.43,5
-0.52,0.44,3
-0.52,0.45,4
-0.52,0.46,1
-0.52,0.47,3
-0.52,0.48,5
-0.52,0.49,5
-0.52,0.5,1
-0.52,0.51,3
-0.52,0.52,3
-0.52,0.53,4
-0.52,0.54,2
-0.52,0.55,6
-0.52,0.56,2
-0.52,0.57,5
-0.52,0.58,3
-0.52,0.59,3
-0.52,0.6,3
-0.52,0.61,6
-0.52,0.62,6
-0.52,0.63,6
-0.52,0.64,4
-0.52,0.65,5
-0.52,0.66,3
-0.52,0.67,9
-0.52,0.68,8
-0.52,0.69,6
-0.52,0.7,4
-0.52,0.71,4
-0.52,0.72,4
-0.52,0.73,6
-0.52,0.74,3
-0.52,0.75,6
-0.52,0.76,7
-0.52,0.77,7
-0.52,0.78,4
-0.52,0.79,6
-0.52,0.8,8
-0.52,0.81,5
-0.52,0.82,9
-0.52,0.83,9
-0.52,0.84,10
-0.52,0.85,8
-0.52,0.86,5
-0.52,0.87,5
-0.52,0.88,3
-0.52,0.89,7
-0.52,0.9,3
-0.52,0.91,8
-0.52,0.92,6
-0.52,0.93,5
-0.52,0.94,7
-0.52,0.95,9
-0.52,0.96,9
-0.52,0.97,4
-0.52,0.98,5
-0.52,0.99,6
-0.52,1,9
-0.52,1.01,9
-0.52,1.02,9
-0.52,1.03,1
-0.52,1.04,6
-0.52,1.05,4
-0.52,1.06,4
-0.52,1.07,10
-0.52,1.08,8
-0.52,1.09,4
-0.52,1.1,8
-0.52,1.11,6
-0.52,1.12,7
-0.52,1.13,6
-0.52,1.14,5
-0.52,1.15,7
-0.52,1.16,5
-0.52,1.17,5
-0.52,1.18,2
-0.52,1.19,7
-0.52,1.2,5
-0.52,1.21,6
-0.52,1.22,8
-0.52,1.24,2
-0.52,1.25,3
-0.52,1.26,7
-0.52,1.27,5
-0.52,1.28,3
-0.52,1.29,2
-0.52,1.3,3
-0.52,1.31,1
-0.52,1.32,1
-0.52,1.33,1
-0.52,1.34,4
-0.52,1.35,1
-0.52,1.36,4
-0.52,1.37,1
-0.52,1.38,3
-0.52,1.39,2
-0.52,1.4,3
-0.52,1.41,2
-0.52,1.42,1
-0.51,0.37,2
-0.51,0.39,2
-0.51,0.4,1
-0.51,0.41,5
-0.51,0.42,2
-0.51,0.43,1
-0.51,0.44,6
-0.51,0.45,4
-0.51,0.46,1
-0.51,0.47,3
-0.51,0.48,2
-0.51,0.49,2
-0.51,0.5,6
-0.51,0.51,3
-0.51,0.52,3
-0.51,0.54,3
-0.51,0.55,5
-0.51,0.56,7
-0.51,0.57,6
-0.51,0.58,3
-0.51,0.59,7
-0.51,0.6,7
-0.51,0.61,6
-0.51,0.62,3
-0.51,0.63,5
-0.51,0.64,7
-0.51,0.65,4
-0.51,0.66,3
-0.51,0.67,10
-0.51,0.68,4
-0.51,0.69,7
-0.51,0.7,4
-0.51,0.71,13
-0.51,0.72,6
-0.51,0.73,6
-0.51,0.74,10
-0.51,0.75,7
-0.51,0.76,4
-0.51,0.77,4
-0.51,0.78,5
-0.51,0.79,11
-0.51,0.8,11
-0.51,0.81,8
-0.51,0.82,8
-0.51,0.83,5
-0.51,0.84,6
-0.51,0.85,6
-0.51,0.86,4
-0.51,0.87,7
-0.51,0.88,4
-0.51,0.89,10
-0.51,0.9,7
-0.51,0.91,7
-0.51,0.92,6
-0.51,0.93,6
-0.51,0.94,8
-0.51,0.95,5
-0.51,0.96,3
-0.51,0.97,9
-0.51,0.98,5
-0.51,0.99,10
-0.51,1,8
-0.51,1.01,7
-0.51,1.02,3
-0.51,1.03,6
-0.51,1.04,7
-0.51,1.05,6
-0.51,1.06,4
-0.51,1.07,4
-0.51,1.08,5
-0.51,1.09,3
-0.51,1.1,5
-0.51,1.11,6
-0.51,1.12,4
-0.51,1.13,8
-0.51,1.14,6
-0.51,1.15,4
-0.51,1.16,10
-0.51,1.17,5
-0.51,1.18,6
-0.51,1.19,7
-0.51,1.2,8
-0.51,1.21,1
-0.51,1.22,3
-0.51,1.23,1
-0.51,1.24,1
-0.51,1.25,5
-0.51,1.26,3
-0.51,1.27,4
-0.51,1.28,4
-0.51,1.29,4
-0.51,1.3,4
-0.51,1.31,1
-0.51,1.32,1
-0.51,1.33,1
-0.51,1.34,4
-0.51,1.35,3
-0.51,1.36,2
-0.51,1.37,3
-0.51,1.38,3
-0.51,1.39,4
-0.51,1.4,3
-0.51,1.41,5
-0.51,1.42,2
-0.51,1.43,1
-0.51,1.44,1
-0.5,0.38,1
-0.5,0.39,2
-0.5,0.4,1
-0.5,0.41,1
-0.5,0.42,4
-0.5,0.43,1
-0.5,0.44,2
-0.5,0.45,4
-0.5,0.46,5
-0.5,0.47,6
-0.5,0.48,1
-0.5,0.49,5
-0.5,0.5,3
-0.5,0.51,5
-0.5,0.52,10
-0.5,0.53,1
-0.5,0.54,10
-0.5,0.55,5
-0.5,0.56,6
-0.5,0.57,4
-0.5,0.58,3
-0.5,0.59,6
-0.5,0.6,8
-0.5,0.61,1
-0.5,0.62,7
-0.5,0.63,3
-0.5,0.64,11
-0.5,0.65,9
-0.5,0.66,7
-0.5,0.67,11
-0.5,0.68,9
-0.5,0.69,5
-0.5,0.7,5
-0.5,0.71,6
-0.5,0.72,4
-0.5,0.73,8
-0.5,0.74,6
-0.5,0.75,7
-0.5,0.76,9
-0.5,0.77,3
-0.5,0.78,6
-0.5,0.79,5
-0.5,0.8,10
-0.5,0.81,10
-0.5,0.82,3
-0.5,0.83,7
-0.5,0.84,6
-0.5,0.85,10
-0.5,0.86,4
-0.5,0.87,4
-0.5,0.88,6
-0.5,0.89,10
-0.5,0.9,5
-0.5,0.91,5
-0.5,0.92,7
-0.5,0.93,10
-0.5,0.94,6
-0.5,0.95,13
-0.5,0.96,9
-0.5,0.97,5
-0.5,0.98,5
-0.5,0.99,6
-0.5,1,10
-0.5,1.01,1
-0.5,1.02,6
-0.5,1.03,7
-0.5,1.04,9
-0.5,1.05,5
-0.5,1.06,10
-0.5,1.07,6
-0.5,1.08,3
-0.5,1.09,11
-0.5,1.1,3
-0.5,1.11,2
-0.5,1.12,9
-0.5,1.13,5
-0.5,1.14,8
-0.5,1.15,5
-0.5,1.16,8
-0.5,1.17,6
-0.5,1.18,6
-0.5,1.19,4
-0.5,1.2,4
-0.5,1.21,8
-0.5,1.22,7
-0.5,1.23,6
-0.5,1.24,5
-0.5,1.25,1
-0.5,1.26,3
-0.5,1.27,3
-0.5,1.28,4
-0.5,1.29,2
-0.5,1.3,9
-0.5,1.31,1
-0.5,1.32,5
-0.5,1.33,5
-0.5,1.34,2
-0.5,1.35,2
-0.5,1.36,1
-0.5,1.37,2
-0.5,1.38,3
-0.5,1.39,5
-0.5,1.41,1
-0.5,1.42,3
-0.5,1.43,2
-0.5,1.44,1
-0.5,1.46,2
-0.49,0.36,3
-0.49,0.37,3
-0.49,0.38,1
-0.49,0.39,1
-0.49,0.4,5
-0.49,0.41,4
-0.49,0.42,3
-0.49,0.43,7
-0.49,0.44,3
-0.49,0.45,3
-0.49,0.46,3
-0.49,0.47,7
-0.49,0.48,3
-0.49,0.49,3
-0.49,0.5,4
-0.49,0.51,5
-0.49,0.52,8
-0.49,0.53,3
-0.49,0.54,7
-0.49,0.55,3
-0.49,0.56,6
-0.49,0.57,5
-0.49,0.58,3
-0.49,0.59,5
-0.49,0.6,5
-0.49,0.61,3
-0.49,0.62,7
-0.49,0.63,3
-0.49,0.64,9
-0.49,0.65,4
-0.49,0.66,10
-0.49,0.67,13
-0.49,0.68,7
-0.49,0.69,8
-0.49,0.7,9
-0.49,0.71,7
-0.49,0.72,6
-0.49,0.73,8
-0.49,0.74,8
-0.49,0.75,2
-0.49,0.76,5
-0.49,0.77,9
-0.49,0.78,5
-0.49,0.79,10
-0.49,0.8,5
-0.49,0.81,10
-0.49,0.82,4
-0.49,0.83,7
-0.49,0.84,10
-0.49,0.85,7
-0.49,0.86,6
-0.49,0.87,10
-0.49,0.88,8
-0.49,0.89,10
-0.49,0.9,12
-0.49,0.91,7
-0.49,0.92,8
-0.49,0.93,11
-0.49,0.94,7
-0.49,0.95,7
-0.49,0.96,9
-0.49,0.97,14
-0.49,0.98,7
-0.49,0.99,6
-0.49,1,11
-0.49,1.01,2
-0.49,1.02,5
-0.49,1.03,5
-0.49,1.04,12
-0.49,1.05,10
-0.49,1.06,6
-0.49,1.07,10
-0.49,1.08,10
-0.49,1.09,7
-0.49,1.1,6
-0.49,1.11,10
-0.49,1.12,5
-0.49,1.13,4
-0.49,1.14,8
-0.49,1.15,4
-0.49,1.16,6
-0.49,1.17,5
-0.49,1.18,4
-0.49,1.19,3
-0.49,1.2,4
-0.49,1.21,4
-0.49,1.22,2
-0.49,1.23,6
-0.49,1.24,3
-0.49,1.25,6
-0.49,1.26,5
-0.49,1.27,6
-0.49,1.28,2
-0.49,1.29,4
-0.49,1.3,4
-0.49,1.31,1
-0.49,1.32,2
-0.49,1.33,4
-0.49,1.35,2
-0.49,1.36,5
-0.49,1.37,2
-0.49,1.38,2
-0.49,1.39,4
-0.49,1.4,2
-0.49,1.41,1
-0.49,1.42,3
-0.49,1.43,2
-0.49,1.44,3
-0.49,1.45,1
-0.49,1.46,3
-0.48,0.37,5
-0.48,0.38,1
-0.48,0.39,4
-0.48,0.4,1
-0.48,0.41,3
-0.48,0.42,2
-0.48,0.43,4
-0.48,0.44,1
-0.48,0.45,5
-0.48,0.46,2
-0.48,0.47,4
-0.48,0.48,2
-0.48,0.49,6
-0.48,0.5,9
-0.48,0.51,7
-0.48,0.52,4
-0.48,0.53,4
-0.48,0.54,7
-0.48,0.55,3
-0.48,0.56,11
-0.48,0.57,5
-0.48,0.58,6
-0.48,0.59,5
-0.48,0.6,5
-0.48,0.61,5
-0.48,0.62,5
-0.48,0.63,5
-0.48,0.64,6
-0.48,0.65,8
-0.48,0.66,7
-0.48,0.67,8
-0.48,0.68,6
-0.48,0.69,11
-0.48,0.7,3
-0.48,0.71,9
-0.48,0.72,7
-0.48,0.73,7
-0.48,0.74,7
-0.48,0.75,6
-0.48,0.76,5
-0.48,0.77,5
-0.48,0.78,5
-0.48,0.79,10
-0.48,0.8,5
-0.48,0.81,3
-0.48,0.82,7
-0.48,0.83,11
-0.48,0.84,9
-0.48,0.85,10
-0.48,0.86,9
-0.48,0.87,4
-0.48,0.88,4
-0.48,0.89,6
-0.48,0.9,8
-0.48,0.91,7
-0.48,0.92,5
-0.48,0.93,12
-0.48,0.94,11
-0.48,0.95,9
-0.48,0.96,7
-0.48,0.97,13
-0.48,0.98,9
-0.48,0.99,8
-0.48,1,7
-0.48,1.01,5
-0.48,1.02,8
-0.48,1.03,7
-0.48,1.04,7
-0.48,1.05,7
-0.48,1.06,6
-0.48,1.07,7
-0.48,1.08,3
-0.48,1.09,4
-0.48,1.1,7
-0.48,1.11,5
-0.48,1.12,5
-0.48,1.13,6
-0.48,1.14,5
-0.48,1.15,9
-0.48,1.16,12
-0.48,1.17,7
-0.48,1.18,4
-0.48,1.19,1
-0.48,1.2,4
-0.48,1.21,1
-0.48,1.22,7
-0.48,1.23,4
-0.48,1.24,7
-0.48,1.25,6
-0.48,1.26,5
-0.48,1.27,4
-0.48,1.28,2
-0.48,1.29,3
-0.48,1.3,8
-0.48,1.31,5
-0.48,1.32,5
-0.48,1.33,8
-0.48,1.34,3
-0.48,1.35,5
-0.48,1.36,4
-0.48,1.37,6
-0.48,1.38,2
-0.48,1.39,2
-0.48,1.4,3
-0.48,1.41,5
-0.48,1.42,1
-0.48,1.43,4
-0.48,1.44,1
-0.48,1.45,3
-0.48,1.47,1
-0.47,0.34,2
-0.47,0.35,1
-0.47,0.36,3
-0.47,0.37,5
-0.47,0.39,2
-0.47,0.4,2
-0.47,0.41,1
-0.47,0.42,4
-0.47,0.43,1
-0.47,0.44,4
-0.47,0.45,3
-0.47,0.46,7
-0.47,0.47,1
-0.47,0.48,4
-0.47,0.49,6
-0.47,0.5,4
-0.47,0.51,3
-0.47,0.52,9
-0.47,0.53,6
-0.47,0.54,4
-0.47,0.55,3
-0.47,0.56,5
-0.47,0.57,4
-0.47,0.58,7
-0.47,0.59,6
-0.47,0.6,4
-0.47,0.61,6
-0.47,0.62,4
-0.47,0.63,9
-0.47,0.64,4
-0.47,0.65,3
-0.47,0.66,7
-0.47,0.67,5
-0.47,0.68,5
-0.47,0.69,6
-0.47,0.7,7
-0.47,0.71,9
-0.47,0.72,10
-0.47,0.73,6
-0.47,0.74,8
-0.47,0.75,8
-0.47,0.76,9
-0.47,0.77,15
-0.47,0.78,12
-0.47,0.79,8
-0.47,0.8,10
-0.47,0.81,11
-0.47,0.82,8
-0.47,0.83,6
-0.47,0.84,7
-0.47,0.85,9
-0.47,0.86,8
-0.47,0.87,14
-0.47,0.88,9
-0.47,0.89,11
-0.47,0.9,10
-0.47,0.91,11
-0.47,0.92,6
-0.47,0.93,4
-0.47,0.94,7
-0.47,0.95,7
-0.47,0.96,15
-0.47,0.97,7
-0.47,0.98,9
-0.47,0.99,9
-0.47,1,6
-0.47,1.01,8
-0.47,1.02,6
-0.47,1.03,5
-0.47,1.04,8
-0.47,1.05,11
-0.47,1.06,4
-0.47,1.07,4
-0.47,1.08,3
-0.47,1.09,9
-0.47,1.1,6
-0.47,1.11,7
-0.47,1.12,12
-0.47,1.13,5
-0.47,1.14,8
-0.47,1.15,5
-0.47,1.16,5
-0.47,1.17,4
-0.47,1.18,8
-0.47,1.19,3
-0.47,1.2,4
-0.47,1.21,2
-0.47,1.22,7
-0.47,1.23,5
-0.47,1.24,3
-0.47,1.25,5
-0.47,1.26,4
-0.47,1.27,7
-0.47,1.28,5
-0.47,1.29,6
-0.47,1.3,5
-0.47,1.31,3
-0.47,1.32,3
-0.47,1.33,6
-0.47,1.34,3
-0.47,1.35,5
-0.47,1.36,2
-0.47,1.37,4
-0.47,1.38,4
-0.47,1.39,3
-0.47,1.4,5
-0.47,1.41,4
-0.47,1.42,1
-0.47,1.43,1
-0.47,1.44,2
-0.47,1.45,2
-0.47,1.46,1
-0.47,1.47,1
-0.47,1.48,1
-0.46,0.32,1
-0.46,0.33,2
-0.46,0.34,1
-0.46,0.35,2
-0.46,0.36,1
-0.46,0.37,3
-0.46,0.38,1
-0.46,0.39,4
-0.46,0.4,2
-0.46,0.41,2
-0.46,0.42,4
-0.46,0.43,6
-0.46,0.44,8
-0.46,0.45,8
-0.46,0.46,8
-0.46,0.47,2
-0.46,0.48,8
-0.46,0.49,7
-0.46,0.5,2
-0.46,0.51,7
-0.46,0.52,3
-0.46,0.53,3
-0.46,0.54,3
-0.46,0.55,8
-0.46,0.56,3
-0.46,0.57,8
-0.46,0.58,7
-0.46,0.59,9
-0.46,0.6,2
-0.46,0.61,6
-0.46,0.62,9
-0.46,0.63,6
-0.46,0.64,10
-0.46,0.65,9
-0.46,0.66,8
-0.46,0.67,8
-0.46,0.68,8
-0.46,0.69,8
-0.46,0.7,6
-0.46,0.71,11
-0.46,0.72,9
-0.46,0.73,9
-0.46,0.74,6
-0.46,0.75,6
-0.46,0.76,5
-0.46,0.77,5
-0.46,0.78,9
-0.46,0.79,9
-0.46,0.8,9
-0.46,0.81,10
-0.46,0.82,6
-0.46,0.83,7
-0.46,0.84,8
-0.46,0.85,10
-0.46,0.86,7
-0.46,0.87,10
-0.46,0.88,3
-0.46,0.89,13
-0.46,0.9,7
-0.46,0.91,13
-0.46,0.92,6
-0.46,0.93,9
-0.46,0.94,9
-0.46,0.95,6
-0.46,0.96,6
-0.46,0.97,7
-0.46,0.98,7
-0.46,0.99,9
-0.46,1,9
-0.46,1.01,13
-0.46,1.02,10
-0.46,1.03,11
-0.46,1.04,9
-0.46,1.05,5
-0.46,1.06,9
-0.46,1.07,11
-0.46,1.08,5
-0.46,1.09,5
-0.46,1.1,7
-0.46,1.11,5
-0.46,1.12,11
-0.46,1.13,7
-0.46,1.14,6
-0.46,1.15,9
-0.46,1.16,7
-0.46,1.17,11
-0.46,1.18,2
-0.46,1.19,3
-0.46,1.2,3
-0.46,1.21,4
-0.46,1.22,4
-0.46,1.23,3
-0.46,1.24,2
-0.46,1.25,14
-0.46,1.26,5
-0.46,1.27,4
-0.46,1.28,3
-0.46,1.29,4
-0.46,1.3,3
-0.46,1.31,2
-0.46,1.32,6
-0.46,1.33,4
-0.46,1.34,7
-0.46,1.35,5
-0.46,1.36,2
-0.46,1.37,3
-0.46,1.38,3
-0.46,1.39,6
-0.46,1.4,1
-0.46,1.41,7
-0.46,1.42,7
-0.46,1.43,4
-0.46,1.44,3
-0.46,1.45,1
-0.46,1.46,1
-0.46,1.47,2
-0.46,1.48,1
-0.46,1.49,3
-0.45,0.33,3
-0.45,0.34,3
-0.45,0.35,4
-0.45,0.36,4
-0.45,0.37,6
-0.45,0.38,4
-0.45,0.39,5
-0.45,0.4,2
-0.45,0.41,6
-0.45,0.42,3
-0.45,0.43,5
-0.45,0.44,5
-0.45,0.45,3
-0.45,0.46,4
-0.45,0.47,6
-0.45,0.48,5
-0.45,0.49,6
-0.45,0.5,2
-0.45,0.51,6
-0.45,0.52,4
-0.45,0.53,9
-0.45,0.54,7
-0.45,0.55,3
-0.45,0.56,7
-0.45,0.57,6
-0.45,0.58,9
-0.45,0.59,6
-0.45,0.6,13
-0.45,0.61,7
-0.45,0.62,6
-0.45,0.63,9
-0.45,0.64,3
-0.45,0.65,6
-0.45,0.66,9
-0.45,0.67,5
-0.45,0.68,8
-0.45,0.69,6
-0.45,0.7,8
-0.45,0.71,10
-0.45,0.72,8
-0.45,0.73,12
-0.45,0.74,3
-0.45,0.75,15
-0.45,0.76,11
-0.45,0.77,7
-0.45,0.78,10
-0.45,0.79,5
-0.45,0.8,12
-0.45,0.81,7
-0.45,0.82,11
-0.45,0.83,9
-0.45,0.84,8
-0.45,0.85,7
-0.45,0.86,4
-0.45,0.87,12
-0.45,0.88,22
-0.45,0.89,7
-0.45,0.9,9
-0.45,0.91,8
-0.45,0.92,7
-0.45,0.93,11
-0.45,0.94,6
-0.45,0.95,7
-0.45,0.96,3
-0.45,0.97,6
-0.45,0.98,9
-0.45,0.99,9
-0.45,1,4
-0.45,1.01,10
-0.45,1.02,10
-0.45,1.03,9
-0.45,1.04,10
-0.45,1.05,12
-0.45,1.06,11
-0.45,1.07,4
-0.45,1.08,2
-0.45,1.09,6
-0.45,1.1,8
-0.45,1.11,4
-0.45,1.12,8
-0.45,1.13,8
-0.45,1.14,7
-0.45,1.15,6
-0.45,1.16,9
-0.45,1.17,9
-0.45,1.18,8
-0.45,1.19,4
-0.45,1.2,4
-0.45,1.21,9
-0.45,1.22,7
-0.45,1.23,1
-0.45,1.24,6
-0.45,1.25,6
-0.45,1.26,4
-0.45,1.27,7
-0.45,1.28,7
-0.45,1.29,8
-0.45,1.3,4
-0.45,1.31,2
-0.45,1.32,3
-0.45,1.33,7
-0.45,1.34,9
-0.45,1.35,5
-0.45,1.36,1
-0.45,1.37,3
-0.45,1.38,4
-0.45,1.4,1
-0.45,1.41,1
-0.45,1.42,5
-0.45,1.43,1
-0.45,1.44,6
-0.45,1.45,4
-0.45,1.46,3
-0.45,1.47,1
-0.45,1.48,1
-0.45,1.49,2
-0.44,0.31,1
-0.44,0.32,2
-0.44,0.33,2
-0.44,0.34,3
-0.44,0.35,1
-0.44,0.36,2
-0.44,0.37,3
-0.44,0.38,4
-0.44,0.39,2
-0.44,0.4,4
-0.44,0.41,3
-0.44,0.42,6
-0.44,0.43,1
-0.44,0.44,5
-0.44,0.45,1
-0.44,0.46,7
-0.44,0.47,1
-0.44,0.48,5
-0.44,0.49,6
-0.44,0.5,3
-0.44,0.51,6
-0.44,0.52,10
-0.44,0.53,6
-0.44,0.54,8
-0.44,0.55,10
-0.44,0.56,5
-0.44,0.57,5
-0.44,0.58,5
-0.44,0.59,7
-0.44,0.6,8
-0.44,0.61,6
-0.44,0.62,9
-0.44,0.63,8
-0.44,0.64,8
-0.44,0.65,10
-0.44,0.66,5
-0.44,0.67,6
-0.44,0.68,9
-0.44,0.69,8
-0.44,0.7,12
-0.44,0.71,9
-0.44,0.72,7
-0.44,0.73,10
-0.44,0.74,6
-0.44,0.75,8
-0.44,0.76,7
-0.44,0.77,3
-0.44,0.78,12
-0.44,0.79,14
-0.44,0.8,5
-0.44,0.81,10
-0.44,0.82,13
-0.44,0.83,9
-0.44,0.84,10
-0.44,0.85,15
-0.44,0.86,8
-0.44,0.87,8
-0.44,0.88,11
-0.44,0.89,6
-0.44,0.9,15
-0.44,0.91,6
-0.44,0.92,10
-0.44,0.93,12
-0.44,0.94,6
-0.44,0.95,8
-0.44,0.96,11
-0.44,0.97,10
-0.44,0.98,8
-0.44,0.99,8
-0.44,1,12
-0.44,1.01,6
-0.44,1.02,8
-0.44,1.03,5
-0.44,1.04,14
-0.44,1.05,8
-0.44,1.06,8
-0.44,1.07,5
-0.44,1.08,3
-0.44,1.09,8
-0.44,1.1,9
-0.44,1.11,10
-0.44,1.12,4
-0.44,1.13,5
-0.44,1.14,4
-0.44,1.15,8
-0.44,1.16,11
-0.44,1.17,6
-0.44,1.18,8
-0.44,1.19,5
-0.44,1.2,9
-0.44,1.21,8
-0.44,1.22,5
-0.44,1.23,6
-0.44,1.24,4
-0.44,1.25,4
-0.44,1.26,2
-0.44,1.27,4
-0.44,1.28,5
-0.44,1.29,4
-0.44,1.3,6
-0.44,1.31,5
-0.44,1.32,3
-0.44,1.34,1
-0.44,1.35,3
-0.44,1.36,1
-0.44,1.37,2
-0.44,1.38,7
-0.44,1.39,2
-0.44,1.4,3
-0.44,1.41,3
-0.44,1.42,4
-0.44,1.44,2
-0.44,1.45,5
-0.44,1.46,6
-0.44,1.47,5
-0.44,1.48,5
-0.44,1.51,3
-0.43,0.3,2
-0.43,0.32,4
-0.43,0.33,3
-0.43,0.34,1
-0.43,0.35,2
-0.43,0.36,1
-0.43,0.38,8
-0.43,0.39,4
-0.43,0.4,3
-0.43,0.41,4
-0.43,0.42,8
-0.43,0.43,7
-0.43,0.44,5
-0.43,0.45,8
-0.43,0.46,7
-0.43,0.47,4
-0.43,0.48,4
-0.43,0.49,10
-0.43,0.5,7
-0.43,0.51,6
-0.43,0.52,6
-0.43,0.53,11
-0.43,0.54,6
-0.43,0.55,11
-0.43,0.56,7
-0.43,0.57,5
-0.43,0.58,2
-0.43,0.59,5
-0.43,0.6,9
-0.43,0.61,8
-0.43,0.62,9
-0.43,0.63,8
-0.43,0.64,10
-0.43,0.65,7
-0.43,0.66,15
-0.43,0.67,13
-0.43,0.68,9
-0.43,0.69,18
-0.43,0.7,10
-0.43,0.71,3
-0.43,0.72,4
-0.43,0.73,14
-0.43,0.74,9
-0.43,0.75,12
-0.43,0.76,8
-0.43,0.77,12
-0.43,0.78,8
-0.43,0.79,15
-0.43,0.8,10
-0.43,0.81,5
-0.43,0.82,10
-0.43,0.83,11
-0.43,0.84,11
-0.43,0.85,13
-0.43,0.86,5
-0.43,0.87,14
-0.43,0.88,7
-0.43,0.89,13
-0.43,0.9,11
-0.43,0.91,11
-0.43,0.92,18
-0.43,0.93,11
-0.43,0.94,16
-0.43,0.95,7
-0.43,0.96,9
-0.43,0.97,9
-0.43,0.98,6
-0.43,0.99,13
-0.43,1,9
-0.43,1.01,9
-0.43,1.02,12
-0.43,1.03,8
-0.43,1.04,8
-0.43,1.05,8
-0.43,1.06,5
-0.43,1.07,6
-0.43,1.08,9
-0.43,1.09,10
-0.43,1.1,9
-0.43,1.11,4
-0.43,1.12,7
-0.43,1.13,7
-0.43,1.14,6
-0.43,1.15,9
-0.43,1.16,11
